호선명,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
2호선,을지로4가,6,0,796,896,1261,9377,1985,28068,3463,68615,4552,39591,6191,19646,8194,15037,10145,13061,11314,12872,14039,12666,16344,11205,20410,9420,41165,8090,63574,7618,31214,4281,13534,2171,10174,1913,6852,1463,3224,1159,639,476,1,3,0,1,0,0
2호선,동대문역사문화공원(DDP),286,1,7627,805,4036,6446,5195,15711,7753,41786,7104,27958,6728,18414,8084,17840,9517,13977,10645,14804,12950,14968,15524,13297,19221,12399,29484,13543,36320,16623,23148,21529,17050,12089,15398,7760,10617,6479,6065,5137,1401,1943,2,15,0,0,0,0
2호선,신당,24,0,5310,1054,9614,6372,22272,13869,35124,31670,21161,20291,13139,13418,12226,13295,13988,13557,14872,14792,15181,16301,16259,16496,18026,18114,22612,25023,30617,36514,19703,26955,13068,15795,11030,13722,8444,12606,4994,7880,815,2811,4,5,0,1,0,0
2호선,상왕십리,35,0,4975,610,10752,4638,31201,9837,48728,28615,27035,16122,14195,9265,12519,8250,12948,8821,13311,10362,12576,10834,12950,11992,13272,14356,17995,22801,23412,40703,15696,30097,9438,17725,8684,15595,5785,13857,2769,8732,462,3206,0,1,0,0,0,0
2호선,왕십리(성동구청),826,3,6588,823,8511,5192,21883,8958,38446,23827,23284,14841,13660,10253,12707,10030,14561,11432,16228,13331,16033,13963,16783,14746,19158,17028,25543,25390,31224,44079,20685,31685,17833,17814,19794,14072,19555,13229,13121,8980,2338,3745,1,2,0,0,0,0
2호선,한양대,0,0,1011,302,1966,5783,4501,8803,6794,26348,4941,20736,3475,12605,4066,8005,4896,8193,5345,9022,6112,8192,7402,6539,11546,5979,21121,6185,21657,8294,10423,5649,8186,3766,7841,3574,7061,3174,4322,2226,947,757,0,1,0,0,0,0
2호선,뚝섬,17,1,3453,1668,6946,13075,17519,28085,24119,113504,15046,69550,10186,23955,9564,17327,11685,18024,14565,20700,16972,20336,19676,19962,25665,20292,43971,23777,102438,33467,52371,22845,27791,11909,24228,10048,16054,8745,6982,5891,976,2051,1,26,0,0,0,0
2호선,성수,27,1,4919,3574,8545,27104,19842,64701,27262,240483,20276,110585,15916,35319,16298,25392,17498,25342,22814,29241,25038,27413,28867,28479,38558,27479,85004,30832,187221,40988,85255,28137,43179,15385,39322,12061,28532,11277,11231,8015,1608,4202,1,794,0,0,0,0
2호선,건대입구,260,7,15696,2043,18642,17441,44964,24158,79315,53582,51346,32544,26289,28544,24452,27720,27603,34384,30031,40591,31403,44391,34318,48486,41415,53577,54865,75474,70133,123545,54400,95909,51026,55165,56045,46551,57494,38837,38257,23239,6610,9035,7,758,0,0,0,0
2호선,구의(광진구청),9,1,11627,1233,22303,8828,56623,12959,96866,33997,59362,21915,25855,15033,20626,14447,22037,16332,23271,19019,20867,20389,20720,25448,22503,29068,28026,43782,36538,78750,21258,61975,15506,39107,14861,33285,13520,29999,7970,17106,1273,5939,0,10,0,0,0,0
2호선,강변(동서울터미널),14,1,7521,2268,22506,15281,67864,17333,95253,35918,63929,29926,36182,25939,33128,24867,34051,27414,35060,31474,35027,33206,34481,37586,36113,44029,39871,59529,50310,99049,38688,74796,28606,45368,23979,35432,15906,33309,6812,18847,1090,5415,0,0,0,0,0,0
2호선,잠실나루,4,0,2299,1605,8410,9585,30034,18422,36408,31514,21286,19805,14071,12121,13143,10138,12811,12733,12774,12665,14481,11244,14993,10864,19071,11040,24541,16630,26539,30930,13781,25441,9182,13592,6647,11883,5084,10681,2267,6726,373,2181,0,1,0,0,0,0
2호선,잠실(송파구청),92,4,10377,5309,38526,28288,94266,65227,136512,146547,99068,119811,53415,63694,46926,55609,52952,56853,59642,62483,59999,60759,65141,66860,80065,76888,120253,105276,174423,170052,115159,123082,107955,70137,82883,60991,55627,56397,22297,31551,2856,6957,0,0,0,0,0,0
2호선,잠실새내,11,0,4078,883,12569,6910,42485,12081,57671,21775,33944,24103,18477,16762,16534,16816,18796,17524,20095,20358,19105,21811,20860,22396,23103,26059,25283,38535,32149,66222,24441,51548,20618,27660,20344,21716,18388,19964,11260,11360,1848,3959,2,2,0,0,0,0
2호선,종합운동장,4,1,1393,1112,4534,4380,13680,7636,17755,15042,13631,8182,6682,4963,5510,4216,6012,4864,6350,5449,6330,5539,6767,6241,7433,7319,10547,11090,12622,18709,6454,13631,3872,8081,3472,7299,2771,7510,1246,4407,204,1398,1,80,0,0,0,0
2호선,삼성(무역센터),188,0,4910,4830,6624,38428,13393,103663,16904,250363,15592,194252,14802,74658,19898,45465,24307,37787,30639,44291,40655,38014,53382,33299,66101,32226,133116,33518,220344,40153,131870,25772,92432,13915,70560,10167,42432,8024,13497,4745,2178,2963,0,1200,0,0,0,0
2호선,선릉,130,2,4571,6618,9541,36044,16684,98254,24507,246108,23319,195236,23011,76726,30467,46840,35851,39557,43902,47131,53142,42032,71030,35850,100008,32809,147768,36225,245586,40974,129947,28764,75565,16694,70027,13598,54693,11082,21497,7213,3747,3220,0,28,0,0,0,0
2호선,역삼,33,2,3633,8197,7590,38175,12024,113593,20502,276753,19133,223064,16669,82064,22043,47205,26460,40770,34152,48059,41968,40235,56418,36202,75276,31918,153207,33988,224098,37908,120177,28720,66727,17446,65945,13025,42904,10294,17784,6998,2911,2439,0,0,0,0,0,0
2호선,강남,189,13,9851,12049,18058,47944,34306,133238,51106,290829,40823,284845,36538,123874,47570,85019,62243,82654,77262,104404,87129,90213,106346,82349,119045,81367,188447,101161,300120,144436,186739,100515,138355,50022,155598,36319,144450,27807,64158,18779,11880,5505,0,1,0,0,0,0
2호선,교대(법원.검찰청),14,0,2269,7394,11296,23493,20298,49064,28255,134354,22896,122920,19105,56397,22051,38514,24640,35830,30752,43234,36928,41227,43592,34633,48308,33200,81356,37639,128252,50622,59705,35405,41330,19129,45342,15465,35529,12730,14347,7765,3351,2613,1,2,0,0,0,0
2호선,서초,38,0,1101,4251,5925,18015,11192,38716,17077,97226,17640,78499,12878,27776,14415,17192,14455,14733,17232,17991,20838,16520,25455,14804,29427,13569,53719,14728,84912,15648,39433,11594,22273,7913,21571,6733,14158,5592,4947,3358,797,1047,0,0,0,0,0,0
2호선,방배,5,0,2385,3614,7794,11781,17660,23670,25325,59860,19742,39177,12521,15790,11612,11775,12491,12590,15378,14252,15625,14710,17619,14639,21387,14947,34368,20206,56187,29587,25910,22996,16134,14721,15854,12976,12486,11808,5568,7051,1284,2515,0,1,0,0,0,0
2호선,사당,216,9,11713,3203,21565,23903,62194,34509,78791,53237,59028,41200,32121,30447,27424,28367,33899,28808,34738,33332,33695,34725,35061,43114,40471,54995,54374,75986,77203,121435,52604,95163,40578,53566,42728,46446,40748,42862,24610,26832,4771,8884,4,575,0,0,0,0
2호선,낙성대(강감찬),46,1,10515,1645,21922,8116,65770,13770,104299,29149,68440,25441,31336,18069,23955,15494,26153,17466,27571,19771,24693,21999,25351,25774,27357,29863,33509,46232,39740,83235,25033,74328,17671,45854,16668,40374,13071,39244,7469,24987,1343,7476,0,18,0,0,0,0
2호선,서울대입구(관악구청),3959,20,26719,2483,36023,12343,107763,20283,150806,50906,103754,49592,49909,36181,41188,32617,44623,35473,47893,42328,45273,43232,47337,50499,52494,56945,60139,83353,75036,146012,48595,128210,38638,75529,40235,65957,34936,60000,19047,37114,3241,14685,0,3188,0,0,0,0
2호선,봉천,50,5,13107,1661,24078,6776,69442,9006,100486,20917,61584,15870,28435,14489,22242,14454,23535,15534,25117,17685,21985,20452,21048,27000,21832,29094,24376,43168,28912,74235,17859,63860,13095,39588,12204,34266,8838,31114,4383,18764,773,6008,1,129,0,0,0,0
2호선,신림,198,11,36968,4146,67916,19526,181189,26781,267820,50079,167022,42603,75772,33143,59612,32878,62931,37225,63252,44793,56809,53668,56043,67226,59703,79228,67694,120258,74863,221314,53380,199368,43107,123325,41934,108804,36608,97688,21453,64948,4031,21151,1,44,0,0,0,0
2호선,신대방,105,1,21498,1915,31102,8842,75923,15457,110938,27164,66870,16782,31969,13535,24317,13014,24499,15442,24691,17485,22200,20094,21418,28334,22804,32264,28615,49529,34031,82218,21146,70436,14615,45630,11591,45894,8655,43287,4671,24260,982,7195,0,7,0,0,0,0
2호선,구로디지털단지,213,2,35595,6232,44766,21079,119359,68765,154661,209922,100029,132531,50203,47140,41035,35315,44796,34002,48901,40203,45271,41022,47048,48972,56340,55694,98716,86756,187599,139684,101260,116748,55232,71080,44563,66536,34429,64095,17226,37897,3143,10239,0,87,0,1,0,0
2호선,대림(구로구청),491,3,29675,3564,24887,9962,54604,18600,77966,47942,50950,30446,25127,20748,20559,18924,22302,18795,22638,20119,21225,21194,21870,28118,24058,30113,32327,47474,46692,59990,24628,44691,15164,30934,11548,37677,8372,35136,4278,16449,651,4769,0,100,0,0,0,0
2호선,신도림,2976,19,31036,4629,41843,14797,110547,34698,110835,97409,70852,56394,39954,43989,36471,34419,41332,35636,44373,39361,42949,40603,44466,45536,49938,51825,70779,74110,107079,129145,61195,102909,51332,60053,38497,51623,27438,48038,13931,34223,1947,15721,6,2364,0,0,0,0
2호선,문래,12,1,2885,1550,9507,8617,33444,29938,34289,106547,20721,49812,13239,18238,12010,13402,13699,13988,15604,15434,16063,14930,17700,14722,22327,16192,42482,22948,88644,39883,32929,31492,19950,16493,19598,14135,14434,12288,7484,6960,1195,2708,2,14,0,0,0,0
2호선,영등포구청,16,2,4991,2634,10615,10671,34671,33917,38750,105097,25045,50703,16345,20456,15590,16240,17439,16994,19031,18964,20282,18241,21376,18574,26261,20044,43896,26457,90901,45397,36542,33404,22251,18705,21345,16231,17362,14259,7480,9257,1289,3470,2,25,0,0,0,0
2호선,당산,29,0,5205,2660,14166,12084,38494,24094,46517,73447,28392,36396,16142,16271,15225,13223,15681,14433,17120,17252,16706,17611,17725,18466,21132,21730,32816,33982,59121,60736,26679,45226,18226,27158,17409,22720,15578,20480,7750,13192,1249,3390,1,32,0,0,0,0
2호선,합정,120,0,6874,2787,13442,13681,34561,30260,43867,85071,29221,61709,18493,34218,18061,29011,20766,33491,25099,38779,25763,36482,28915,35325,35908,38721,54669,52597,96616,81592,60556,61994,45203,31722,50029,23668,47088,19523,24723,13400,4344,5372,2,33,2,2,0,0
2호선,홍대입구,604,6,16697,3310,21770,13922,49164,26334,60410,84930,39210,90813,25677,54722,28418,53434,33500,68682,40942,82641,44620,84651,52083,83030,67013,87020,92833,102689,128536,143783,101692,107700,92977,57023,107180,40292,107479,32533,60184,23794,8141,9264,3,1414,0,0,0,0
2호선,신촌,70,5,6506,2423,10703,12468,27169,29664,37464,64269,26670,76878,22485,43027,25674,37607,31898,41633,33856,48495,35898,44193,41554,40695,49228,40558,66302,55620,74813,82438,56000,59745,56681,30194,54734,23610,55624,20009,28735,15029,4587,4867,0,8,0,0,0,0
2호선,이대,41,1,2223,1585,5139,10830,14366,8396,18003,22692,11855,19936,8032,14987,8586,11761,10277,12599,12147,14682,12266,14139,14293,13157,19607,13156,25491,15208,23890,22626,16032,17409,12707,10435,11330,9121,9163,8200,3869,6395,586,2133,1,12,0,0,0,0
2호선,아현,3,0,3544,947,8378,6199,21703,6955,27683,13916,16994,9253,10120,6570,9216,6233,9656,6951,9818,7943,9481,8551,10303,9286,11270,10791,13758,15437,15110,24204,8900,19997,5918,12717,4894,11165,3507,9640,1686,6298,334,2052,4,2,2,4,0,0
2호선,충정로(경기대입구),15,0,2693,853,5811,5057,13436,15445,18088,50618,12064,28701,7986,10643,8496,7554,7962,6985,8894,8143,9769,7743,9809,8176,12145,8783,20336,11415,41001,18137,16039,13628,9065,8668,7975,7671,6206,6694,2484,4864,427,1483,1,31,0,0,0,0
2호선,용답,1,0,2146,256,2464,780,5835,1325,10297,2310,4915,1444,2674,1384,2399,1612,2740,1903,2906,2281,2941,2480,2866,3370,2963,3850,3097,4831,2996,8566,1867,6368,1343,3602,1032,3695,791,3534,482,2108,92,677,0,0,0,0,0,0
2호선,신답,1,0,983,95,1388,548,5107,948,8701,1564,3347,936,1580,715,1347,842,1447,960,1455,1207,1342,1394,1470,1901,1400,2318,1514,3374,1793,7653,1013,6215,546,2621,453,2675,397,1960,165,1495,38,372,0,0,0,0,0,0
2호선,신설동,25,0,995,384,1183,1851,2282,5179,4471,12055,3195,7611,2626,4656,3420,4630,3936,4591,4441,4937,5125,4763,5815,4504,6298,3714,9122,3904,10334,4486,4674,3148,2388,1999,1916,1593,1471,1391,643,879,132,445,0,74,0,0,0,0
2호선,도림천,0,0,309,308,820,575,2241,2413,2317,5099,1479,1793,1282,1035,882,856,1496,1390,1079,710,1332,1273,1529,1029,1723,1146,2294,1435,3231,2255,1807,1941,775,1192,744,1073,307,852,193,508,32,182,0,4,0,1,0,0
2호선,양천구청,14,0,3859,791,8743,1797,24946,3874,21918,7372,11995,4226,6408,3371,5811,3014,6301,3820,6343,4627,5432,4805,4877,6015,5393,7057,6091,11332,7156,22672,3244,20375,2241,11049,1964,8879,1651,8099,795,6166,130,2139,0,8,0,0,0,0
2호선,신정네거리,38,0,6775,1773,10639,7117,33696,3892,30411,10512,16237,6284,9135,5157,8094,5624,8688,5912,8447,6902,7752,7462,7762,9559,10322,11390,11661,17833,10030,33861,6131,27008,4149,15265,3294,11075,2885,10485,1390,6506,223,2122,2,156,0,0,0,0
2호선,용두(동대문구청),4,0,962,157,1192,758,4095,1984,6757,5436,3247,3182,2269,2229,2586,2428,2579,2116,2874,2743,2992,3146,3329,3336,3211,3151,3434,3439,4928,6481,2420,4727,1317,2458,1344,2181,883,1610,376,1022,61,383,0,3,0,0,0,0
3호선,지축,0,0,1086,264,4563,2006,11484,1889,11617,2407,5709,1476,3471,1367,2944,1791,3174,2103,2992,2217,2751,2278,2782,2826,3363,3583,3911,4975,3022,11582,1423,9008,918,6030,677,4409,474,4104,319,2622,65,673,0,0,0,0,0,0
3호선,구파발,100,9,7764,1313,24304,6486,71158,15097,69603,19379,32616,18092,18280,18393,15869,13566,17714,14149,17301,15164,17689,15530,18562,16023,20955,19301,23936,27549,23934,56173,14696,50406,11308,28029,10645,22657,6696,19520,2879,13880,477,4890,0,154,0,2,0,0
3호선,연신내,227,24,24081,1729,42688,10020,117386,13337,141638,27402,75647,27732,43862,25316,37229,24624,40454,26166,41768,30052,38028,33574,36995,41502,38367,49668,40222,67427,41529,121705,30391,115937,23641,63947,21362,52846,18633,45944,10133,29846,1995,10300,0,5,0,2,0,0
3호선,불광,11,1,7939,906,15719,5105,42507,8331,52200,26286,27108,24811,17244,20693,15742,16126,16113,16332,17442,16808,17506,18374,17655,20797,18581,23476,21279,30545,25737,49228,15080,41646,11509,23420,9694,19236,6716,16241,3126,10298,580,3366,0,0,0,0,0,0
3호선,녹번,11,1,7074,1164,17016,9280,45675,6386,55583,14458,30215,8382,15323,5678,12147,5873,12019,6751,11653,7605,10697,8039,10173,10446,12429,13342,14812,20461,14959,40368,7913,36548,5094,21276,4300,17473,3497,14913,1473,8999,211,2558,0,0,0,0,0,0
3호선,홍제,40,2,7990,1262,18031,7815,48115,9077,59756,20148,34254,12521,20731,11101,18107,11374,18847,11718,17989,13796,17097,15402,17398,18770,18527,21265,21361,28558,22409,53007,12025,44422,9022,25282,7651,21298,5360,17760,2482,11232,426,3437,0,0,0,0,0,0
3호선,무악재,23,1,1490,223,4101,1337,11746,2474,13605,4007,8088,3037,4499,2364,3816,2204,3827,2462,3771,2909,3358,3066,3227,3686,3335,4683,4172,6627,5072,12266,2956,10983,1855,6560,1599,5383,1164,5049,593,3223,102,950,0,0,0,0,0,0
3호선,독립문,82,1,4317,679,5095,3734,12153,8853,15566,16680,10636,9646,7739,7871,7020,6885,7833,6445,7994,7903,8239,6866,8669,7229,8908,7816,10742,10118,13280,14458,6497,12236,4090,6688,3336,5680,2291,5388,911,3443,162,1470,2,531,0,1,0,0
3호선,경복궁(정부서울청사),69,0,2240,1398,4436,11102,10837,32009,15752,88036,14388,37290,9552,19006,10082,15770,10506,15442,13378,17073,15733,15772,18485,13576,24121,13850,40623,15907,73844,20376,30954,15138,21653,8636,20661,7009,14370,6423,6136,3723,980,1322,0,19,0,0,0,0
3호선,안국,11,0,1433,1422,2593,17826,4574,70905,6651,83812,5826,47180,6166,21949,7386,17755,8844,16735,10309,18549,13396,18350,17651,15455,24228,13088,70134,12346,91018,12675,37201,7438,23986,4520,19665,3259,12289,3063,4001,1778,616,670,0,0,1,1,0,0
3호선,종로3가,16,0,602,629,1048,4637,1326,13186,1894,46841,2691,43448,3975,25786,5756,17234,6851,15928,8003,15271,9966,14849,14314,14197,15728,10499,25837,10310,51515,10219,29070,6054,13436,2810,13574,2023,10283,1676,4125,1110,500,466,1,14,0,0,0,0
3호선,을지로3가,5,0,508,802,820,7244,1423,30675,2146,68747,2742,32642,3395,14020,4505,9722,5076,8179,6554,9058,8700,8021,10535,7627,13113,7258,30895,7832,58901,9116,25704,5392,14562,2319,12890,1582,9821,1105,4889,769,946,257,0,7,0,0,0,0
3호선,충무로,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,4,0,2,0,2,0,0,0,0,0,0,0
3호선,동대입구,11,3,1035,1016,1985,6665,3838,18357,5381,49082,4566,17799,3494,9878,3876,7695,4692,7554,5492,8038,6939,7398,8942,5933,11083,5526,25922,6182,38014,6832,13534,4929,7589,3221,6421,3393,5698,2893,2171,1792,303,789,0,47,0,0,0,0
3호선,약수,93,3,5035,870,9211,5004,19429,9118,31929,28134,21894,19508,13394,11006,12049,9987,12919,9876,13933,10874,13356,11997,13728,12933,14407,15325,19020,21769,27921,34397,17061,24504,11974,14991,11331,13444,8659,11184,4539,6990,786,2597,0,384,0,0,0,0
3호선,금호,33,3,4169,510,8016,2348,21263,3959,28830,7337,18390,5558,10076,4763,8351,5096,8160,5759,8685,6092,7602,7155,7512,8795,7526,10572,8521,15452,9395,25778,6524,19188,4669,12402,4002,10105,2948,8574,1481,5016,301,1661,0,0,0,0,0,0
3호선,옥수,215,20,2375,997,7301,3974,18002,5740,24783,13104,15971,9137,9669,6075,8391,6047,8856,7078,9696,8364,9063,8617,9440,9894,11094,11291,12114,16374,14461,26851,8864,21415,6749,12896,5929,10408,3930,9631,2108,5351,374,1527,1,1,0,0,0,0
3호선,압구정,66,2,2851,1807,6206,19226,11982,38149,17879,117808,13915,142270,14483,54292,18498,37049,21417,31614,24077,37472,29506,34677,37728,28772,45055,26981,70680,30947,112889,38363,84016,24328,60824,11483,38401,8514,26732,6633,9454,3907,1295,1618,1,200,0,0,0,0
3호선,신사,47,2,3063,1415,5152,17080,8812,40322,14385,100001,12073,118484,12083,53906,15862,32872,18299,33542,21854,37688,27473,37124,34223,35073,42476,32910,67238,35842,114777,49341,85078,30845,52447,14377,52850,9948,42694,7070,18873,4901,2323,2095,0,1,0,0,0,0
3호선,잠원,1,0,1154,665,4856,3469,11893,6160,15679,7881,9451,6446,5563,3400,5218,3514,5739,4417,5840,4851,5354,4712,5762,5169,6066,5793,7527,8194,8415,14473,5421,10881,3566,6254,3136,5388,2313,5787,772,3165,132,1078,0,1,0,0,0,0
3호선,고속터미널,87,0,4148,2354,5475,19538,18984,32727,28109,54254,27086,70267,26162,54160,31266,47235,37783,45767,41159,47411,43344,49659,48177,51584,59079,50630,80913,56260,92439,69634,70195,48442,84260,27056,46727,19734,32349,13287,11550,8574,1407,1417,1,2,0,0,0,0
3호선,교대(법원.검찰청),17,0,806,579,2444,5112,5930,14578,8368,42901,7403,32008,7319,13545,8819,8505,9607,7634,12062,8818,14129,8033,16679,7091,20826,6701,34884,8161,57199,11636,24749,7284,17221,3687,17246,2624,15265,2197,5926,1538,1055,637,0,0,0,0,0,0
3호선,남부터미널(예술의전당),34,1,2176,1075,7008,20358,20343,47200,28910,135046,22676,67595,19879,34126,21377,24574,22470,25220,25709,26260,27525,28695,31129,27633,36573,28893,67295,30875,118222,40537,55012,28502,32987,17059,29213,12884,20431,9490,7306,5452,949,1702,0,0,0,0,0,0
3호선,양재(서초구청),117,1,4145,2399,11322,33907,25893,93315,34291,207831,23993,107650,18310,41035,19837,28928,22399,25289,26804,29813,28829,26247,35186,25861,43827,26933,92082,36507,174101,52427,85308,38467,49775,23403,44794,18412,30227,15075,11646,9016,1235,2936,1,7,0,0,0,0
3호선,매봉,2,1,1205,489,4941,8314,10442,17414,13624,59307,9487,33500,6537,10512,6369,7145,6812,6916,7914,7621,9448,6684,10792,7159,12668,7120,26096,9617,53326,14579,21951,10945,11869,5973,11801,5308,7704,4494,2932,2748,347,981,0,32,0,0,0,0
3호선,도곡,38,0,850,258,2716,3192,6249,9611,7920,16500,4772,13758,3156,5131,3112,3617,3873,4177,4366,4332,4527,4054,5838,3512,7109,3542,11295,4974,15034,7420,7866,6492,4665,3579,4320,2975,2751,2641,1047,1607,111,945,0,236,0,0,0,0
3호선,대치,9,0,1961,785,9252,7215,18253,12826,18088,20739,9681,14683,6904,9138,6824,7855,7895,8917,9342,10876,9053,10168,11565,8489,11988,9554,16925,12720,21218,19254,12121,16391,8814,9123,8135,7545,13431,6849,2568,3843,241,1407,0,0,0,0,0,0
3호선,학여울,0,0,464,174,1220,1670,2875,2492,3261,5142,1990,2628,1292,1410,1127,1088,1232,1284,1441,1223,1425,1263,2013,1369,2423,1461,3196,1803,4450,3281,2078,2660,1207,1509,1116,1315,853,1187,222,741,25,278,0,0,0,0,0,0
3호선,대청,9,0,3017,1096,8354,6215,20620,8514,25029,17728,12815,12354,8263,5285,7472,5160,7866,5576,8837,6097,8689,6623,9162,7923,11583,8776,16122,11841,18815,20547,11485,18307,6265,10865,5230,8998,3751,9219,1652,5543,277,2055,0,0,0,0,0,0
3호선,일원,6,0,1598,1394,6336,7271,16244,20928,16889,15742,10331,11145,8809,10236,9218,7504,8692,8238,8443,9349,9375,7842,11702,6765,13519,6378,23491,8196,11947,14105,6541,12594,4368,7592,2811,6716,2562,6033,1031,3223,142,1054,0,1,0,0,0,0
3호선,수서,158,1,3854,1488,9979,9917,25629,19815,32266,39576,20049,21968,14682,12526,11864,10562,15038,11922,15485,12873,13607,12962,15570,14392,17746,15933,25581,21188,36609,34930,18268,27972,15224,17469,10668,13053,8157,12107,3375,5913,360,2746,0,172,0,0,0,0
3호선,가락시장,17,2,2109,507,5488,4421,15376,9387,17748,24616,11689,14002,8598,7922,8303,7330,8399,7036,9015,7951,9233,8170,9780,8936,11114,9401,14541,12373,24445,18598,11243,15127,7446,8776,6517,7321,4763,6371,2201,4076,410,1364,0,37,0,0,0,0
