호선명,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
3호선,금호,56,2,5002,628,11734,3101,29154,4994,42632,8835,27460,7863,17353,7184,14791,7504,13717,8662,13524,10493,11695,11262,11350,13290,11743,16743,12776,20755,13192,29832,9015,25493,6935,18141,5638,16404,4309,16486,1998,10300,364,2866,0,0,0,0,0,0
3호선,옥수,210,6,3486,996,10535,5222,28178,8798,36592,17253,25798,13632,18297,10601,17583,12043,16093,13418,17572,15329,15744,16753,15666,19744,17335,21648,19746,25374,19868,35064,14039,30968,10574,21320,9689,20227,7712,20107,3444,11814,506,3175,0,0,0,0,0,0
3호선,압구정,52,0,4013,2095,10150,26176,18746,52356,31058,159290,23693,162063,28457,80189,36346,71440,43136,56541,51705,63652,59893,57453,66671,53709,76344,53170,87958,59083,138389,69461,108431,47079,85994,23186,62850,17844,50564,15500,18221,9816,2022,3911,2,464,0,0,0,0
3호선,신사,98,7,7058,1680,9656,20505,15719,43297,22858,113796,20492,131586,20777,73011,25917,55469,31710,58112,38840,62434,46338,59722,55201,55839,63871,56004,81176,60832,138351,82810,103948,59839,73349,28910,78536,19919,71644,17664,33782,15565,4187,6043,1,4,0,1,0,0
3호선,잠원,8,0,1680,868,6299,6340,18829,8366,23851,11527,15118,8474,10838,6311,10859,6255,10436,7588,10060,8612,9047,8774,9617,9310,11451,11065,13381,12459,12582,18201,8202,15775,5744,10401,5053,9860,4197,11984,1433,6705,210,1818,0,1,0,0,0,0
3호선,고속터미널,153,1,7348,4884,9055,42113,31953,55503,57077,84332,63107,112358,68031,100724,81734,118872,98421,115689,109379,117081,117040,125837,132151,131333,147178,132946,163176,139479,163434,158217,151727,113615,164590,69033,127720,50039,90142,38076,37299,20525,3811,3836,2,2,0,0,0,0
3호선,교대(법원.검찰청),11,2,1322,686,3639,7547,9201,25763,12539,52762,11480,36484,13216,18668,16488,14099,18035,13934,23499,14330,26102,12993,26912,11897,29431,11804,39025,14948,67469,20885,32432,13892,26765,6992,28249,5305,35824,4960,11338,3359,1672,1157,0,1,0,0,0,0
3호선,남부터미널(예술의전당),62,1,3169,1434,9306,28501,29681,62051,47369,182182,43460,89520,44205,55747,49235,49113,50567,48546,54732,56457,53856,58860,58381,57819,67322,62240,89578,66116,159458,77809,84270,61543,60356,34242,54891,29326,48716,23943,16950,13346,1990,3441,0,6,0,0,0,0
3호선,양재(서초구청),176,7,6351,2708,16620,38836,39062,103726,50134,247502,38561,131191,36577,68633,40377,60531,46031,54083,56205,60014,59473,52445,67209,49819,77602,52469,112224,65100,205332,86595,109068,64845,75281,38998,71448,33959,54798,32285,21979,20204,2250,5747,0,57,2,1,0,0
3호선,매봉,12,0,1872,614,6558,9599,16706,20355,20199,67912,14793,32128,12607,14455,13426,13650,12676,12034,14929,12949,16409,12443,17726,12220,19548,13577,29342,15750,57176,20278,25211,17002,15787,10344,16454,9189,11411,9617,4222,6261,485,1724,0,94,0,0,0,0
3호선,도곡,41,3,1231,340,4075,5448,10584,13075,14265,24789,9807,18778,7880,8728,8164,9060,8531,8609,9811,8676,9667,8171,11022,8100,14905,8408,17723,9523,21541,11181,11821,10397,7944,6874,7214,6443,5597,6630,1889,4291,306,2587,1,504,0,0,0,0
3호선,대치,16,0,2837,728,13261,7938,28765,21013,29093,26994,19334,21071,15146,15478,15329,13253,17721,17376,17736,21168,16629,18779,19136,19146,21003,27625,27438,29601,28524,30128,21669,26006,16107,15389,20886,14639,33214,15545,4964,9799,595,3388,0,3,0,0,0,0
3호선,학여울,19,0,630,270,1706,1888,4599,3448,5118,7389,3645,6474,2773,5582,3192,4544,3972,4657,4710,5371,4922,4922,6440,4457,6897,3867,7251,3590,7604,4534,3564,4032,1992,2704,2193,2389,1434,2623,533,1734,52,589,2,0,0,1,0,0
3호선,대청,55,3,3808,1402,10110,10101,28409,17652,33549,24318,18976,11037,14422,7945,13586,8648,13781,8920,14702,10502,12914,11115,14233,13605,25049,15863,23888,17283,28106,23275,13874,22542,10140,15700,8715,14544,6781,16967,2698,10478,333,3468,1,6,0,0,0,0
3호선,일원,8,0,2233,1238,8271,7456,23140,25093,22535,23926,16459,18775,16509,17967,17661,13995,17225,14661,16189,16001,16587,14921,18711,13667,25045,13222,25273,15019,17143,19257,10802,18122,8587,11772,5724,11372,3690,12631,1218,6564,142,2480,1,46,0,0,0,0
3호선,수서,118,3,5571,2039,13011,14866,39006,33049,46781,53844,33464,32014,32390,22622,26282,18475,29650,22813,29255,22953,24088,23628,31225,27833,38628,32138,39415,36425,54471,47264,27078,42199,24998,29775,18177,25289,17098,26665,8335,12782,756,5650,3,365,0,0,0,0
3호선,가락시장,11,1,3070,619,8320,5868,25041,11633,27939,32068,20312,16465,17412,11526,17337,12577,16692,13067,17046,13925,15852,14549,16381,16557,18059,18260,20893,21483,32255,27346,15393,24247,12189,15826,10789,14590,8449,14478,3745,9445,451,2815,0,80,0,0,0,0
3호선,경찰병원,15,1,2599,242,7751,2934,24860,8184,27607,30098,17182,15501,13191,9326,12104,7374,10329,8255,11232,10568,11189,10210,10997,9989,11443,11432,14325,14675,21794,20354,9369,18961,6994,12999,6282,11346,4396,11399,1715,7743,141,1992,0,0,0,0,0,0
3호선,오금,28,0,3737,20,9061,2219,28936,6344,34532,15570,18359,7880,11713,6289,10365,5235,9886,5891,10177,7158,8327,7392,7864,9157,9513,11232,11570,13920,15370,20829,7276,19288,5074,13324,4791,12625,4011,13847,1363,9397,143,2784,0,0,0,0,0,0
4호선,당고개,69,0,10351,23,19823,8244,52802,10171,52922,15485,35068,14926,24692,14307,21770,12926,20558,14123,20295,15650,18636,16277,17634,19096,18141,23895,20453,27581,19063,37088,14948,36882,9758,28761,7828,25290,5815,24701,2436,18931,323,6375,0,585,0,0,0,0
4호선,상계,91,5,15723,216,40579,9562,100614,20497,90218,21517,51876,18873,37314,17247,31921,16825,32322,20544,32270,22155,25593,23546,26041,27710,30539,34094,28914,44261,28635,63168,19733,66535,14304,46030,13260,40510,13298,38307,5093,31536,649,9747,2,1033,0,0,0,0
4호선,노원,141,4,14408,585,28930,10555,59859,18543,65341,34411,40387,38317,32831,27981,31562,26501,34270,30795,33883,34669,32543,36060,32685,39692,38533,45767,38843,59654,41036,85200,31169,81536,33437,52122,30713,45646,31145,40802,15636,32476,2618,10891,1,569,0,1,0,0
4호선,창동,2090,74,18537,3173,43323,12797,110817,23068,94508,43503,63561,38914,49244,33842,46912,32452,47425,35785,45337,41114,40507,44508,42299,51061,45172,60367,48967,69767,55212,100092,32674,99617,26185,67308,24885,58023,20846,55493,10200,42062,1552,14555,0,54,0,0,0,0
4호선,쌍문,119,8,26292,1359,58939,11853,145800,17223,153335,31743,91759,25548,64246,22238,54784,22926,51880,26805,47559,32015,41415,36095,38917,43921,42115,54757,44194,70071,42984,101416,30110,110987,22040,74368,18127,65859,13855,66817,6741,46219,1042,16225,1,1,0,0,0,0
4호선,수유(강북구청),122,5,23387,3976,51896,14836,138793,23517,148894,59694,92517,46836,66607,38413,59439,38509,62427,41696,59718,46250,54332,50927,55173,59035,58675,71642,62673,87512,72889,129181,49444,129920,38637,87391,34135,78660,27609,77885,16667,52154,2458,14263,0,0,0,0,0,0
4호선,미아(서울사이버대학),37,1,12342,1938,25809,6999,58991,20362,66020,36475,41711,21889,29696,17599,27321,19388,27671,19864,27031,20953,25899,21944,25174,25889,27721,30382,31437,36202,31422,48717,21292,46682,15834,31127,13413,28326,12702,27762,4139,18897,561,4647,0,0,1,1,0,0
4호선,미아사거리,34,1,15516,3493,39340,13988,100290,23316,110223,37186,68064,38159,48069,30118,44091,32951,45368,36376,45365,38128,44102,42142,45566,48996,53325,56767,52812,69800,52124,99304,41306,94734,42594,57665,26300,51942,20257,51935,10618,31976,1642,7238,1,1,0,0,0,0
4호선,길음,51,2,11356,2408,33578,10216,92045,17578,95479,37848,55160,32639,38098,27150,34673,29851,35593,28241,36095,33513,32249,33310,34622,34116,39908,41009,43062,50857,42756,71515,27761,68445,23075,44857,16597,40300,16393,44647,8093,30045,1185,7010,0,1,0,0,0,0
4호선,성신여대입구(돈암),51,7,6966,1838,21659,8219,53141,21393,63888,47166,42911,34791,34206,29279,35527,34699,39161,33150,40447,35923,39862,38512,41733,39481,49065,43770,54365,53691,57314,71463,40026,67118,34800,42230,36025,38323,35586,38330,17675,27637,2470,7212,3,3,3,3,0,0
4호선,한성대입구(삼선교),72,5,8897,1350,15282,9469,36081,25729,45071,37738,31560,30612,24077,22846,24119,22396,27486,23174,27960,24763,26838,23717,29819,25078,38177,29103,37555,36598,39246,41759,25284,37027,21823,24284,21691,22363,18896,23625,9181,15664,1397,10775,1,882,0,0,0,0
4호선,혜화,55,1,4850,2735,9024,24609,18917,53331,26677,132876,28089,104108,34191,78443,40870,76393,50185,85864,55540,104795,64088,95323,82321,82575,102576,78895,120713,88470,138871,102822,92859,81810,88150,33251,113987,26718,115430,23207,50820,16428,6491,6343,0,68,0,0,0,0
4호선,동대문,583,13,10383,2882,5585,17410,7022,45055,11502,92202,16776,82387,23836,71347,33292,63712,43398,55041,50486,57144,60935,51910,69813,44932,76384,35653,99457,28663,92436,23558,48667,30297,34200,23517,31146,17599,30488,11112,17689,9500,1790,2595,1,20,1,3,0,0
4호선,동대문역사문화공원,364,9,13157,1712,7014,14780,9364,31744,13657,83942,15709,47500,16521,38725,20526,36222,25700,35775,30187,38318,37561,35604,45207,32201,51262,29901,66076,31757,96173,35633,63098,49156,50277,30331,48650,22599,46387,17477,27864,12262,4316,3393,3,24,0,1,0,0
4호선,충무로,128,8,4425,3161,5835,20891,11216,59326,18188,205745,22847,117144,26394,68033,32289,58734,36738,52303,44181,54806,49547,47700,56887,41686,65504,40536,92496,44132,162532,48511,96499,33701,65753,19577,64256,17998,53638,16681,31887,13023,5834,4287,3,135,0,0,0,0
4호선,명동,33,0,1478,1734,3649,17318,6442,58730,13420,133582,27591,99594,37374,74705,41755,83153,44119,88601,53653,90761,64228,83076,75835,83972,89712,83562,101376,87609,147278,81934,102698,63871,93526,43018,99165,32414,95433,21848,43668,13593,2816,3993,0,137,0,0,0,0
4호선,회현(남대문시장),46,1,2709,1196,4310,29491,6804,64941,11157,156089,16495,118095,24129,96697,38244,102514,52927,82625,68558,70657,81289,67553,85978,56919,100237,43464,127153,32915,131870,26269,68639,17127,65219,9848,30741,10386,18298,10054,7811,6778,984,2077,2,137,0,0,0,0
4호선,서울역,232,4,5381,1035,7688,17627,13031,37552,19021,97456,15556,51367,14505,28203,16665,29203,18068,32711,18473,33249,17037,33461,19019,36682,22233,38635,37481,43293,72806,44331,31236,37256,19724,26818,17872,27133,14293,23661,7348,15316,894,5419,0,490,0,0,0,0
4호선,숙대입구(갈월),17,3,3524,910,8555,11562,21423,27449,31289,68770,23272,40114,19973,29316,21896,25638,25188,23608,27093,25221,26819,23304,30577,22584,39622,24788,42129,28772,61510,39200,33801,30313,26331,19473,26807,18306,22738,18171,12522,12705,1810,3062,0,0,0,0,0,0
4호선,삼각지,15,6,793,644,2239,5207,5803,11457,8235,28226,6041,13417,4734,9860,5291,9786,6974,9848,7845,9307,7869,8329,7916,7988,9048,8335,12122,9778,24852,12759,11707,9515,8003,6459,7854,5779,5713,5746,2805,4518,359,1547,0,12,0,0,0,0
4호선,신용산,11,3,1620,1164,4621,11179,11696,30355,17723,94950,15386,54175,13570,26779,16702,23453,17326,22062,20710,23929,20664,23435,25061,22972,30639,22919,39854,25968,86479,30734,46982,22725,31720,14337,26772,11546,19312,9603,10826,5518,1206,1532,0,0,0,0,0,0
4호선,이촌(국립중앙박물관),73,21,1290,815,5117,8449,15447,17991,20214,31018,14193,23982,11401,17746,13017,16164,16351,17245,16335,22106,16284,19503,19593,18007,26496,18406,28195,19310,29680,25496,15105,20879,11859,12094,12190,10571,7689,10522,2745,6189,228,1962,0,2,0,0,0,0
4호선,동작(현충원),24,0,595,285,1773,2827,5879,4340,8117,10177,5767,11356,6427,7506,9713,5325,8224,5217,6113,5700,5113,4890,6124,5123,5495,5293,5613,5668,7049,7571,3990,6217,3416,4499,3096,3750,2476,3362,1098,2392,151,888,1,85,0,0,0,0
4호선,총신대입구(이수),79,2,8341,941,20145,11224,53246,21776,69290,49521,44870,39310,34266,29472,33793,28955,35123,32670,36923,35298,34440,36708,34697,40603,34639,50166,38986,60612,48437,86967,32343,70154,28848,39914,27340,36427,24158,33159,13347,21610,1782,5723,1,209,0,0,0,0
4호선,사당,127,1,12445,1259,29444,19223,73460,28778,91405,43303,64571,35861,46592,27213,41854,35018,43510,35968,44350,32837,43330,31607,42834,35423,43302,44953,46749,64374,54346,100098,41430,79196,38054,43192,42139,38906,38982,38090,21913,27110,2724,9990,9,1207,0,16,0,40
4호선,남태령,2,0,646,79,2086,1207,12717,4536,19229,5826,10502,2073,6320,1323,6359,1297,5407,1406,4706,1370,3840,1444,3822,1483,7255,1613,8128,1908,10692,2537,4959,2481,1759,1314,1029,1224,621,1047,258,683,45,350,0,18,0,0,0,0
경부선,서울역,5,1,56,230,87,1426,7648,2680,17867,3180,10680,2242,14999,1556,14865,1252,12380,1661,11301,1446,6416,1260,11766,1788,13417,2141,15393,2765,14637,3790,11708,2704,9409,1434,14278,1577,10210,1132,4944,245,1033,29,0,0,0,0,0,0
경부선,남영,108,3,3251,1128,5236,8864,13614,27183,19845,67088,13266,35467,11774,17386,12996,15474,13729,14934,15667,15259,16221,13549,18295,13476,24564,15010,27738,17508,50880,24242,23961,19631,17885,12716,17772,11796,14703,11666,7929,7946,471,1764,0,0,0,0,0,0
경부선,용산,726,12,6236,6317,6877,36040,23297,84548,39557,152692,47426,112742,38085,82630,49529,77063,50318,73837,63108,75493,59099,76144,89097,74891,89915,75516,113176,77551,160018,87066,116623,62916,106634,47677,93998,34132,67187,22595,35739,9213,1366,2952,1,0,0,0,0,0
경부선,노량진,618,9,6866,2523,9636,10651,23178,19232,30611,29361,19402,22568,15694,14537,16604,15437,18364,17956,22135,18644,20605,16559,20873,17455,23264,20239,27672,26389,32649,40863,22159,30835,21892,19281,25901,17520,30450,16224,11850,11371,683,2687,0,0,0,0,0,0
경부선,대방,595,8,7044,3006,13588,13215,34943,37249,45227,56218,27919,28862,21680,16447,20863,15129,22039,17137,23288,18786,21457,17248,22666,18666,23979,21224,33439,27831,50706,39694,24402,32218,18285,22297,16357,21890,13734,20672,4711,14151,215,3502,0,0,0,0,0,0
경부선,영등포,4328,70,23148,7982,20799,27186,40986,67042,63521,133625,46960,100351,43809,83417,49329,92270,60904,100105,67678,106754,77549,97510,93478,94541,102181,94993,128076,107896,171282,139811,119726,105929,126774,56069,96533,46844,77416,40254,38897,22409,1425,6150,0,0,0,0,0,0
경부선,신도림,450,2,2775,908,3674,2567,10374,7194,13138,15220,7048,7253,4991,5185,4839,5219,5121,5263,5569,5847,5651,5013,5562,5785,6738,6708,8327,8789,13162,12815,7145,10726,5688,5957,6112,5525,4972,5255,1917,3619,85,2272,0,0,0,0,0,0
경부선,신길,848,1,14268,2338,12988,6363,26524,16958,34256,29573,22228,11304,14286,7512,12759,7526,14757,7824,12893,8876,11259,8903,12082,10631,15809,13149,18236,18067,32299,23597,14678,19828,10202,14276,10089,15210,6966,13913,3671,9519,225,2870,0,1,0,0,0,0
경부선,구로,11061,34,28538,5682,22099,15424,42116,34962,43054,88539,32024,49826,26407,31040,25775,28794,27627,27175,29076,27305,28669,27080,30659,29115,34698,33127,47229,43676,78121,51719,39564,42538,33249,26316,23313,27419,17514,24655,8507,18397,161,19136,1,12,0,0,0,0
경부선,가산디지털단지,1499,10,9646,1812,8945,9985,16093,43748,14757,149388,13465,69392,11740,21961,11878,18276,13079,17723,14770,18851,15210,17948,16637,17981,19696,20229,42155,25917,107426,28868,52241,25191,31627,14359,26531,14956,18039,13169,9156,8208,263,1244,0,5,0,0,0,0
경부선,금천구청,988,3,11328,1902,21107,9123,46590,16010,42892,28947,26907,11844,20061,9993,17329,10181,17873,12675,16226,13217,13488,15024,14271,17071,16248,21643,19878,24812,26470,38052,12904,33952,9259,20880,7466,20814,5803,17355,2211,12417,89,1074,0,3,0,0,0,0
경부선,석수,516,1,9125,3545,18380,7701,44634,14975,46832,21870,28052,16062,18622,12303,16555,9278,16146,9900,15065,11105,13910,11429,15826,13624,17973,17004,22931,21863,25767,35208,15296,32417,10320,21255,8592,21468,6564,18668,2852,13509,89,1127,0,1,0,0,0,0
경부선,관악,201,2,7298,1992,14396,5437,37160,6668,36698,12107,19642,13370,13290,12798,11624,9905,13946,8916,13031,9078,11995,9527,11360,10828,13534,13176,15825,16825,14141,29529,9255,25882,6920,16863,6689,16726,4324,14788,1684,11177,78,1285,0,1,0,0,0,0
경부선,안양,274,12,16174,2903,34630,12792,86004,21471,79551,55101,49112,59991,37207,43417,37556,39172,40774,40519,42840,44879,41544,40349,49156,42588,60117,46462,62401,59803,50414,92571,37375,81517,39987,46653,35880,43601,33203,38193,16493,26281,635,4545,0,0,0,0,0,0
경부선,명학,175,2,8202,1966,11937,8622,28168,23673,26686,64720,15402,19230,11510,12018,11317,13312,12555,10641,12879,11519,12525,11995,13931,9719,17061,11770,24706,15544,41988,22058,17169,20389,16192,13965,11909,12689,7995,11602,3482,9400,153,1456,0,1,0,0,0,0
경부선,금정,438,10,25924,6435,38573,21231,90817,42602,95771,86998,59452,33533,42784,24504,38063,23765,38167,26148,36079,27840,31184,31485,32169,36727,37411,44682,53021,60300,74679,89948,38082,79059,31800,52475,29764,51180,22959,47279,11358,35711,1145,13564,2,709,0,0,0,0
경부선,군포,87,0,6336,2813,8674,8215,20197,27040,19432,47859,11761,9140,9355,5905,8321,5418,9403,5683,8314,5938,7297,6309,7572,7559,9702,8797,20522,12096,32951,16190,14401,15154,12295,9762,9623,8604,4540,7036,1987,5308,120,936,0,1,0,0,0,0
경부선,의왕,60,1,7260,2853,12530,8982,28651,27468,31016,27388,16652,10714,12743,8056,11746,7506,11884,7856,11306,9131,10482,9321,11006,11386,15198,13476,29901,17509,25839,23719,13745,22810,10500,15622,7950,16126,5428,12778,2690,9950,161,2386,0,1,0,0,0,0
경부선,성균관대,165,5,9022,2683,26780,7800,69867,12248,59530,29161,31471,19138,24350,16093,22702,14234,22758,15386,21929,18278,19080,18771,20999,21221,24995,26586,29254,33705,29210,52178,18474,53012,15858,36347,15109,33657,13792,30224,7275,21016,359,5522,1,0,0,0,0,0
경부선,화서,401,6,7657,1414,19195,4328,43960,7018,34932,14100,19069,8633,14636,7467,12988,7419,12427,8587,10895,9944,9522,9915,9633,11717,11380,15115,13774,19604,12858,29990,7968,31801,6374,19757,5702,17018,4643,15632,1618,10516,103,3371,0,0,0,0,0,0
경부선,수원,1870,19,23747,7479,42808,33782,82050,58803,88127,91697,62943,86770,57149,73797,60897,78723,63780,85854,67818,86467,70835,82431,83948,83748,97936,102401,109714,114071,112167,131261,96858,130644,98488,75778,81189,63426,71940,53749,29446,34966,1072,10774,3,1,0,0,0,0
경부선,독산,788,5,7933,3156,17948,15619,43293,38818,41052,99611,25690,40886,19632,16368,18616,13357,20278,12929,19543,15552,17188,16683,19249,17865,23700,21762,44987,26844,73036,37328,35059,39150,20156,23980,16182,23426,11233,21879,4121,14143,120,1041,0,3,0,0,0,0
경부선,세류,321,1,3310,1018,8769,3274,17522,5760,12720,5625,8474,4272,6685,4044,6910,4138,5847,4309,5210,4214,4866,4394,5174,5897,6376,6896,8004,8379,7610,12873,5269,12235,4296,8642,3433,7548,2453,6598,867,4805,22,1619,0,0,0,0,0,0
경부선,병점,2680,18,7792,4738,25812,11227,52386,22874,43822,32558,31980,23545,26426,18670,24985,16215,25909,20476,23363,18826,23402,20298,25378,23279,29103,27780,37831,36608,42006,44068,25095,47663,18136,32902,15933,32965,12220,29307,4132,20518,55,10389,0,1,0,0,0,0
경부선,세마,174,1,1997,595,6265,1368,10583,4086,10213,5662,7463,2518,5293,2380,4756,2360,4420,2673,4299,3002,3851,3396,3880,3846,5070,5379,6009,6861,6435,8846,3394,7745,2648,7418,2306,6023,1506,4787,475,3850,23,183,0,0,0,0,0,0
경부선,오산대,90,0,1931,953,4469,2188,10461,4508,8085,10591,6120,10482,4919,6804,4989,5992,5362,5147,5600,4377,6156,4068,7669,4576,9909,5281,10780,6674,9255,8902,4336,7367,3183,6375,2859,5152,1892,4240,845,3655,30,182,0,0,0,0,0,0
경부선,오산,328,5,5459,1803,12100,9657,24521,21112,24239,24827,19802,13592,18471,13112,17056,12699,18714,12567,17835,13783,16453,13787,17817,16344,20877,20586,28436,23936,31390,27128,18171,25046,16050,19500,12595,18197,7639,15723,3378,9470,113,604,0,0,0,0,0,0
경부선,진위,29,0,777,375,1718,2213,4089,6374,3502,9199,2884,1709,2191,1269,2131,1445,2045,1225,1901,1540,1851,1415,2369,1872,3792,2359,6458,2932,9494,3023,3912,2655,2240,2413,1326,2226,579,1897,318,1174,25,85,0,0,0,0,0,0
경부선,송탄,60,0,4876,708,8649,4379,14377,5762,14562,8842,12047,5234,9430,4430,9446,5127,9021,5689,8424,7112,7765,6805,8218,8672,10539,10656,11538,13933,11092,14293,7325,14231,5493,11922,4355,10903,3157,8272,1572,8834,53,1052,0,0,0,0,0,0
경부선,서정리,36,0,3090,1217,7164,4758,11646,11322,13201,14945,8991,7575,9952,7199,8129,6658,9493,7710,9431,8323,8761,6513,9212,8087,11564,10481,17784,9572,15452,12936,7820,11328,6353,10543,4942,8650,2545,8678,1072,6014,14,1371,0,0,0,0,0,0
경부선,지제,3,0,705,2079,2052,4430,4795,9283,3743,7526,3028,3239,2195,2042,2369,2407,3168,2462,2445,2106,2819,2075,3827,3117,4960,3469,9965,3440,8675,5193,5282,4110,3646,3271,3598,2582,2179,1991,834,1289,3,297,0,0,0,0,0,0
경부선,평택,97,1,7313,3888,15977,10660,31021,21506,32364,24206,25422,22391,26727,21814,21737,22972,21979,21981,22850,23166,22390,25033,26606,26887,30938,30890,36583,37948,34322,40110,25147,28882,27327,26737,19454,22259,14574,17287,7455,10242,298,1791,1,1,0,0,0,0
경부선,성환,76,0,2084,946,3856,3099,7208,11615,8250,16199,6717,14344,7676,9601,8510,6846,9362,8051,8614,6945,10280,5950,12759,5938,13499,7590,14973,7661,14397,9138,7493,8248,7020,6805,4391,6927,2812,5617,1098,4428,99,813,0,0,0,0,0,0
경부선,직산,38,0,535,461,1557,1094,2226,3599,1812,3354,1868,2224,1593,1301,1462,1432,1436,1318,1521,1156,1451,1171,1818,1318,1675,1749,3010,1686,3731,2430,1600,2277,1361,1563,1191,1295,528,1190,223,791,22,297,0,0,0,0,0,0
경부선,두정,1264,1,4049,1185,8683,2850,14518,10254,12913,17244,10242,17641,9079,13984,9416,12175,10825,11545,8436,7779,10342,10154,11020,8394,13660,11352,14407,13064,18039,16487,11473,13169,9361,12757,7689,9870,6155,9127,2628,7300,238,2686,0,0,0,0,0,0
경부선,천안,1684,10,3545,885,6520,3845,12157,10425,11938,13518,13910,15288,12019,16145,13304,14931,13139,16176,13449,11771,18376,14704,18586,12758,25668,15800,20115,16135,19273,17060,14228,12254,11588,12097,9090,6382,6331,8153,3089,4726,443,2651,0,0,0,0,0,0
경부선,당정,24,0,4347,1183,11148,3697,28721,10150,24969,19954,14918,10017,11305,7039,10406,6485,10760,8259,10415,7814,9393,7712,9821,9069,11383,11102,15408,14482,18527,20558,9225,20340,7675,14925,6245,14411,5125,13336,2345,10083,113,2151,0,0,0,0,0,0
경부선,서동탄,0,0,1249,6,4267,945,11097,1828,5317,2815,3328,1102,2733,959,2501,1479,2271,1654,2129,1729,2029,2003,2227,2434,2653,3030,3156,3465,3254,4985,1963,5734,1179,3832,1021,2586,577,2292,113,2936,5,1183,1,0,0,0,0,0
경부선,광명,1,0,35,2524,1701,1865,9430,4075,5982,3235,3738,1967,2317,2558,4521,1558,3133,4481,3088,144,2978,5095,3442,186,8448,5219,3582,4786,9385,7698,4194,8918,4165,3058,2197,42,1255,2413,1,0,0,0,0,0,0,0,0,0
경인선,개봉,1366,14,21356,6146,40298,11812,102345,19286,94874,28971,59871,23095,43870,19935,38449,22257,39024,26448,37315,27508,31422,31544,30475,38588,33561,48885,35008,65020,36522,91479,25107,85326,19623,55572,18760,50113,13262,45953,6750,30458,311,4691,0,1,0,0,0,0
경인선,오류동,576,1,13296,2798,18058,6209,51134,7042,49096,13230,28950,10950,21172,12037,18308,10859,20798,12103,19221,13939,16071,14079,15844,17577,16346,21423,18112,26855,17632,36497,10881,39916,9240,24477,7398,23211,5946,21131,2851,14521,164,3884,0,3,0,0,0,0
경인선,역곡,859,7,28890,4362,49243,13123,135507,17652,136317,39486,73784,40793,51525,28700,46653,32226,46678,32326,45907,37710,39876,37754,41089,42899,45748,54455,49567,71520,46089,111867,31616,112891,26507,70310,24461,65742,22257,60387,11709,40947,854,8429,0,4,0,0,0,0
경인선,부천,2206,18,40250,7461,50608,18950,125838,26504,125741,59147,76479,50785,59044,47603,58712,48939,62829,58979,63354,65519,59668,62183,63874,67252,69820,75635,75521,100788,77816,140513,57628,132425,51967,84900,50395,75083,44563,64717,23503,44901,1980,9404,0,6,0,0,0,0
경인선,송내,1452,29,19266,11748,44061,24456,126944,43519,104844,93848,63395,51546,48239,31408,44128,29720,47675,31819,42572,35264,38507,35485,40844,39640,48580,48251,63242,66505,88465,94369,47124,105026,36067,62875,31125,59406,26508,54625,12777,38067,1953,8995,0,2,0,0,0,0
경인선,부평,6652,60,28471,6516,42735,16057,101903,24779,95569,38998,56973,47430,47470,42192,48854,51153,54572,58532,55060,68916,54120,69411,59004,72656,65765,84721,73627,105693,72503,147325,59741,138804,58219,86940,60452,68472,54874,57417,29884,40085,5030,13219,0,7,0,0,0,0
경인선,백운,148,2,9516,2366,16737,3819,36450,7230,34083,15544,21918,10755,17222,7961,16276,8336,15497,10258,13939,11617,12336,12370,11889,13745,12913,17840,14180,21173,13910,29030,8938,27206,7468,19931,7248,18729,4860,15782,2733,12602,282,3711,0,1,0,0,0,0
경인선,동암,685,4,23346,4612,34493,10750,74525,18064,67964,21429,42797,18114,32285,17427,29654,18082,29777,21069,28103,20914,24506,23560,23422,27374,25562,34586,29489,47892,29882,60628,21062,63501,17617,46158,15786,40670,11429,36751,6065,28149,477,7647,0,2,0,0,0,0
경인선,주안,1279,21,16612,4469,30437,11822,73792,27117,68636,41722,43080,33879,35036,26412,36349,24322,40889,28956,38278,27837,35969,29533,38839,29500,42979,39311,49360,50386,50727,66276,34677,65200,31455,49490,29500,41476,25116,40156,14079,29278,1110,9071,0,3,0,0,0,0
경인선,제물포,814,5,7774,2197,14538,6565,42435,16530,36730,40609,20788,20384,16377,13104,16462,10927,17877,12600,17696,13520,15892,12919,20956,12874,27010,17952,28270,23020,28477,28289,15500,28669,11333,21033,9872,18408,6708,18855,3236,14089,117,4739,0,0,0,0,0,0
