호선명,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
3호선,교대(법원.검찰청),12,0,1248,731,3630,6836,9632,24627,13919,54051,12009,38474,13187,21377,17648,14710,19199,14578,24487,14623,28373,13981,28990,12591,30462,12709,42661,17552,71731,23870,34742,14331,30200,6980,33321,5572,35921,4871,11421,3246,1658,1097,0,2,0,0,0,0
3호선,남부터미널(예술의전당),32,1,2935,1236,9294,27138,31446,62476,51214,192959,45067,93526,46634,60481,51753,52539,53572,55187,60167,65781,58538,65287,63774,64712,76752,70403,102949,75169,171691,87439,89655,65812,66094,34871,59740,28219,53228,23120,18260,12743,1839,3274,0,3,0,0,0,0
3호선,양재(서초구청),82,2,5771,2778,15536,40387,40808,108117,53362,267754,41693,142711,38388,72092,42890,65582,48889,57155,60308,64346,63909,55996,71665,53903,84240,57260,124242,71181,218188,92795,115807,68774,80556,41116,80088,34858,58784,32780,21200,19053,2242,5498,1,84,0,0,0,0
3호선,매봉,30,1,1448,564,6464,10735,17437,18452,22110,72287,16152,34922,13570,15355,13807,14632,14390,14161,16000,13084,17784,13237,18828,13032,21314,14366,31042,17676,61962,22806,26869,17859,16501,10643,17733,9707,12117,9967,4122,6326,426,1817,0,134,0,0,0,0
3호선,도곡,33,2,964,283,3685,4035,10505,13517,13702,23522,9968,19305,7847,8851,7734,9384,8312,9216,9371,9257,9712,8205,11180,7912,14124,8608,17260,9662,20945,11566,11984,10488,7468,6607,6930,5983,5357,6198,1856,3952,199,2390,3,475,0,0,0,0
3호선,대치,10,0,2771,774,13155,8198,32965,21673,31980,28602,21115,20924,15828,15328,16539,13825,18548,18692,19105,22702,17572,19732,20030,21615,21251,30561,31041,33583,29918,33549,24260,28512,15470,16325,21043,16214,38475,16887,5057,10331,609,3524,0,2,0,1,0,0
3호선,학여울,12,0,540,270,1676,1593,4691,3642,5239,9329,3780,9615,3116,8853,4145,7278,6013,7919,6840,8468,7564,7728,8895,5935,10267,4657,11144,4137,10535,4489,3412,4119,1916,2744,2208,2519,1490,2629,460,1795,53,559,0,0,0,1,0,0
3호선,대청,20,2,3742,1131,10680,6746,32394,18681,36385,26679,21112,12195,16103,8422,15354,8750,15099,9942,15820,11161,14168,12763,16750,15434,26320,16616,23779,20091,29775,26813,13986,25668,10397,17941,8964,16337,6806,18870,2494,11129,337,3635,0,1,0,0,0,0
3호선,일원,15,1,2076,1331,8334,8181,26124,28317,25204,25474,18633,20278,17491,19303,19246,14471,19807,16426,17811,17818,18130,16617,20720,14984,27754,14714,29427,17135,18496,21824,11500,20784,8761,12902,6229,12333,4009,13687,1488,6956,169,2187,0,23,0,0,0,0
3호선,수서,159,4,5166,1983,13003,15383,41592,34665,49436,55100,36578,34041,34734,23603,28114,19285,33393,24879,32320,25030,24965,25167,34682,29755,40737,34117,43949,40696,56853,52799,28407,45739,25549,32166,18929,26817,17349,28195,8802,12295,962,5193,1,329,0,0,0,0
3호선,가락시장,9,0,2966,674,7701,5049,24957,10376,28354,32795,20229,16508,17373,11817,17037,12840,16772,13420,16764,14579,16322,15856,17033,17818,18755,18955,20989,22556,32057,29172,15586,24261,12247,15476,11292,13957,8938,13927,3550,8760,452,2565,0,52,0,1,0,0
3호선,경찰병원,18,3,2785,219,7421,2908,25119,7894,29948,30584,18293,16134,13534,10335,12996,7965,11256,9305,12056,11395,11729,11173,11963,11056,12864,11953,15610,16142,22696,22129,9820,20552,7283,13435,6634,11683,4394,11971,1548,7753,192,2088,0,0,0,0,0,0
3호선,오금,20,0,3210,9,7882,1902,29671,5941,35489,15426,18888,7292,11689,6544,10123,5201,9935,5986,10516,7419,8088,7767,7813,9331,9372,11101,12215,15014,14996,21809,6788,19246,4892,13054,4693,12020,4384,13829,1358,8515,168,2417,0,0,0,0,0,0
4호선,당고개,66,0,8734,22,18885,7730,55409,11279,55724,15865,38074,15035,26042,15061,23866,12964,23059,14493,22656,15685,20747,16837,19096,20965,19877,25279,22572,30447,20580,39946,14315,39821,9458,29372,6825,26363,5047,25723,2369,19061,418,6651,4,579,0,0,0,0
4호선,상계,108,2,14495,160,38544,8778,104892,20481,95765,22425,55943,20597,39246,16800,35737,16738,35488,21454,32436,22761,27054,24943,27527,29906,32738,37382,30388,48267,29480,68357,20512,70838,14238,46928,12978,41961,13770,39725,5007,32290,759,10307,2,896,0,0,0,0
4호선,노원,119,2,12496,597,27440,10561,61904,18586,67297,34976,40504,38856,33862,28308,32766,27666,35857,31268,36499,35614,34777,38182,35123,42550,40172,48925,40625,65272,43151,92977,32927,85971,34452,53127,33332,46268,33272,41855,16369,31004,2845,10349,1,516,0,0,0,0
4호선,창동,1891,79,17217,3155,41376,11831,114807,23287,101113,45705,66205,39770,51078,34182,49220,32270,50519,38421,49237,44517,44079,48910,45701,54577,50736,63727,52908,74617,57754,105292,33072,102082,24851,68431,23992,58884,20660,57186,9900,40792,1509,14111,0,52,0,0,0,0
4호선,쌍문,98,2,24071,1265,56547,11486,151346,17592,160785,31755,97821,24717,66618,21956,58281,23851,56734,29493,51028,34020,44110,38382,40041,46918,44078,60347,46532,77241,43924,110841,31028,116797,21416,78702,17972,69674,14161,70251,6696,47993,1097,15164,0,1,0,0,0,0
4호선,수유(강북구청),80,7,21712,3562,50232,12981,139660,23160,154005,61483,96012,46783,67795,40301,62553,39537,65483,42981,63582,48002,57231,54099,56670,63058,60750,77494,67437,94964,78229,137867,50458,136264,37833,90948,34351,80935,29075,79577,16794,52800,2564,14417,0,0,0,0,0,0
4호선,미아(서울사이버대학),25,1,10852,1903,23721,6226,59957,21466,65259,42595,42201,21120,29698,18249,28179,23419,30828,21957,29820,22094,28458,24590,28071,27937,30620,33509,33709,39649,35397,50807,22377,48619,15982,31371,13722,29276,14095,29144,4289,18830,624,4676,0,0,0,0,0,0
4호선,미아사거리,44,3,14476,2665,37091,11629,103460,23758,114091,37691,70547,39536,49031,32313,46432,33478,48963,38450,48947,40785,45942,45137,48143,54022,57187,61520,56121,75770,54819,108993,43143,100746,41970,60331,26628,54412,21255,52951,11222,32358,1711,7027,1,1,0,0,0,0
4호선,길음,22,1,9515,2018,31671,9127,96570,17508,102473,49327,57390,42999,39623,31833,35678,34798,38257,30745,37913,35674,34845,35141,38349,36638,44867,43488,50809,55264,52123,77147,31412,73133,22303,47260,18806,44020,18132,47691,8404,30973,1132,6863,0,0,0,0,0,0
4호선,성신여대입구(돈암),79,10,6125,1916,19713,7064,55432,20699,68225,55989,46021,34205,35256,29473,36730,42055,41464,33264,42252,35917,42427,41955,46676,40900,50179,46949,59807,60317,66280,81009,44366,71755,38970,45727,41650,40653,41253,39896,20311,28321,2741,6774,3,14,1,2,0,0
4호선,한성대입구(삼선교),51,2,7938,1292,14383,7900,37513,23970,48567,44948,33166,30982,24781,24393,25376,26645,28267,23850,30448,27060,29061,26311,32455,26430,40846,31492,41928,38815,42167,43803,27519,39176,23266,26253,22792,23899,20089,25679,9495,16987,1371,10317,2,1207,0,0,0,0
4호선,혜화,24,4,4551,2478,8430,21029,19122,52996,27733,144285,28863,106760,36522,81287,41617,85550,49512,85258,56881,106551,67004,99514,89828,80139,107667,80060,126973,90700,152958,106402,98336,80229,94523,33266,121190,27718,114060,24879,49296,16596,6667,6314,0,7,0,0,0,0
4호선,동대문,517,2,10957,3133,5364,14233,6590,41609,10117,93673,16449,81907,23943,72826,33202,64333,42939,56899,49981,60637,62682,55990,73906,47545,80351,37669,103028,32403,99003,27299,53765,34232,37679,25751,33490,17919,32340,12234,18937,10529,2313,2580,0,15,0,0,0,0
4호선,동대문역사문화공원,295,9,12289,1783,7388,13250,9931,29018,14784,88296,18420,49163,20055,38590,22319,37477,27302,37132,30906,39969,39471,37654,48071,35420,55473,33304,70775,35143,104591,39464,68428,52796,53388,32388,50248,22505,46035,18267,27574,12478,4648,3582,6,24,0,0,0,0
4호선,충무로,118,6,4060,3095,5472,20258,11836,54604,19258,216563,24954,123521,27417,75525,31167,61984,36115,58062,45212,55457,54135,51024,59772,42755,73426,42702,102775,47569,173803,52860,103225,36121,72243,20771,73608,19378,59935,19317,34789,14580,6643,4311,2,123,0,0,0,0
4호선,명동,51,0,1797,1544,3775,17429,7176,56129,16692,144556,34092,108439,45171,81140,51173,88483,52582,102076,58811,95708,70999,90209,83977,96097,101965,94842,117098,106552,159910,96699,114999,75501,104303,50856,110562,35668,105857,22973,45020,13664,2793,4066,0,190,0,0,0,0
4호선,회현(남대문시장),40,1,2959,1071,4469,26259,7439,58170,12317,170777,19280,119843,26250,95221,38399,104088,52697,87623,66926,73507,82115,70704,91569,60311,102495,44980,136356,34789,138612,28415,72860,18137,68669,10900,31676,11713,20443,10789,8584,7303,1088,2213,0,146,0,0,0,0
4호선,서울역,227,8,5526,1132,6940,16570,13318,39048,21055,104592,17406,56912,16949,33588,19138,33389,19992,35894,20410,38533,19584,38370,22529,42186,24986,45754,40540,50168,78996,50283,33749,41429,21387,31581,20026,28679,15869,24762,7703,15322,855,5556,1,464,0,0,0,0
4호선,숙대입구(갈월),9,0,3082,704,7836,7997,20673,26144,31664,74309,23321,44446,19939,37950,22245,29489,25042,24678,28152,27200,28489,24680,34473,24039,47988,26586,48899,32744,68259,43528,38117,33187,29849,20324,30668,19300,24465,18834,11869,12702,1635,3213,0,0,0,0,0,0
4호선,삼각지,32,29,661,568,2060,4909,6399,10949,8803,28779,6450,13798,4965,9476,5617,9283,6886,9304,7933,8881,8567,8098,8154,8047,9297,8351,12419,10888,25690,14225,11859,10266,8648,6502,8262,5805,6378,5721,2915,3932,389,1425,1,23,0,0,0,0
4호선,신용산,5,1,1414,1090,4389,12995,12001,30422,18193,102223,15294,64160,13491,29068,17198,25154,18252,23665,21356,26149,22386,25598,27625,24956,33828,25492,47867,28552,93890,34574,51188,24409,35161,14429,31182,11973,21945,9981,10461,5528,1282,1306,1,0,0,0,0,0
4호선,이촌(국립중앙박물관),68,28,1283,836,4841,7565,16133,16441,21602,29181,15204,21028,11305,17037,12510,14555,15531,17037,15835,20765,15620,17995,18704,16721,25705,17499,26428,18609,28521,24729,13918,19138,9613,12050,9129,10598,5352,10625,2184,6206,247,1916,0,1,0,0,0,0
4호선,동작(현충원),2,0,513,205,1581,2105,5633,3380,7387,6597,5454,5304,4146,3731,4560,3089,4341,3336,4134,4352,4047,4566,4457,4829,5178,4930,5929,5752,7629,7248,3756,5393,2492,4262,2342,3286,1868,3168,699,2196,136,973,0,114,0,0,0,0
4호선,총신대입구(이수),112,6,6772,1078,18983,10578,54204,20331,72138,47589,48386,38638,35477,29261,35280,28640,36110,32792,37331,36317,36782,39083,36117,44320,36821,52746,40038,63039,51159,92073,33796,72083,29180,40204,29139,36765,24795,33681,12560,20406,1706,5911,3,266,0,0,0,0
4호선,사당,110,5,11633,1075,26856,17950,79415,30468,97045,45497,78331,37772,52219,28895,46248,36300,47592,38969,49246,34722,47394,33523,44073,39188,46842,51401,55231,71707,62536,108841,46261,84097,40853,46954,44899,42508,41618,40557,21840,28355,2826,9209,4,939,0,0,0,0
4호선,남태령,2,0,454,103,1172,1310,3724,5276,6231,6890,4329,2089,3034,1396,2955,1390,2945,1271,2656,1492,2513,1529,3616,1620,3924,1858,4907,1986,5122,2591,2175,2802,1489,1739,956,1388,473,1214,198,653,51,318,1,8,0,0,0,0
경부선,서울역,5,2,56,204,69,1575,8017,2267,17379,3653,14823,2619,12554,1894,14972,1386,13012,1686,10427,1697,5943,1830,15430,2168,11964,2883,14708,3341,14809,4772,14245,3193,12076,1924,9657,1899,9094,1327,5079,349,662,26,1,1,0,0,0,0
경부선,남영,80,3,3079,1129,5095,7237,14474,25761,20640,75237,13108,40428,11560,21122,13727,18375,14405,14918,15860,16146,16590,14033,20615,14479,27735,16125,32662,20217,55430,26677,25948,19402,19670,13234,19135,12083,15564,12350,7485,7424,416,1608,0,0,0,0,0,0
경부선,용산,322,13,5173,5812,6278,37446,22753,80584,34649,163666,42944,115815,36787,85559,50308,77486,52243,76575,64659,81706,63656,78773,89292,78879,98550,79645,122022,80391,169505,94969,116351,64084,108336,43870,99780,32902,66542,22196,27757,8703,1389,2857,0,0,0,0,0,0
경부선,노량진,331,6,6030,1957,7953,8679,23017,20779,33529,32832,19988,21681,15161,13674,16194,15372,18784,18097,23995,19606,20932,17147,20941,18034,23295,21511,27874,28788,34064,43491,21988,30451,21208,19574,27680,17212,33156,15454,11954,10080,527,2447,0,0,0,0,0,0
경부선,대방,464,5,6159,2545,11694,11427,37137,37489,48485,59218,29901,31846,22449,18601,20960,15594,23669,17186,24176,19805,22749,18293,23693,19544,25676,23381,35566,29909,52600,42808,23531,33367,18273,24100,17120,23102,14731,21460,4337,14169,214,3508,0,0,0,0,0,0
경부선,영등포,3428,60,20374,7262,19364,27379,45511,67324,66237,143406,49614,106721,46497,89173,52587,98971,63188,107485,71328,118250,81788,107662,100800,105931,120154,107604,135860,117127,190792,154863,129288,111601,132564,57597,108843,45446,87983,37665,40741,21224,1252,5592,0,0,0,0,0,0
경부선,신도림,446,6,2307,530,3329,1918,11238,6645,13501,16958,7346,7202,5113,5086,4842,5094,5532,5244,5886,6160,5612,5359,5757,6257,6186,6763,8202,8935,14531,13414,7071,9944,5201,5614,5259,5234,4153,4764,1645,3081,63,1627,0,0,0,0,0,0
경부선,신길,514,4,13289,2509,11548,6726,27897,17149,37195,30952,22600,11647,15236,7944,13657,7874,15849,8578,14304,9398,11999,9815,12946,11945,16630,14483,19977,19302,33074,24896,14186,20274,9658,14454,10119,15235,6890,14195,3219,8879,218,2425,1,1,0,0,0,0
경부선,구로,9561,21,26065,5317,21186,12026,44564,33412,46159,89232,33430,51546,27875,33002,26961,29116,28782,27975,31139,30162,30206,30403,32587,31190,35664,35664,49687,45764,81431,55665,37730,41977,32809,26833,23838,27405,17262,25160,8124,18760,120,17877,0,3,0,0,0,0
경부선,가산디지털단지,1281,10,9175,1943,8579,10271,16185,41323,16160,164846,14205,77172,12495,24412,13120,19006,14213,19040,16606,21258,16580,20526,17709,20270,22159,21953,47552,26161,117816,32230,53465,25157,33067,14871,29344,15032,20009,13335,9184,8315,232,1222,0,0,0,0,0,0
경부선,금천구청,578,3,11489,1687,20780,6922,52340,16659,49399,31684,31423,12838,22479,10706,20131,12087,20131,14129,19013,15648,15908,17124,16226,20838,18253,24557,20455,31022,29046,44682,14296,38666,9745,23251,8324,21499,6755,19376,2340,13292,62,1140,0,0,0,0,0,0
경부선,석수,393,4,8026,2813,18779,7168,47346,16150,50890,21360,31145,15500,20315,12536,18271,9856,17343,10165,16348,10678,14968,12560,16693,14671,18605,18550,23184,24712,25775,39156,14629,34323,9673,22633,8168,22754,6104,20551,2428,13956,62,1191,0,0,0,0,0,0
경부선,관악,137,0,7031,1981,13939,5329,39429,6712,38351,12310,21053,15135,14294,14717,12960,10064,15946,9859,14656,9652,13072,10222,13155,12092,15510,14362,16949,18480,14536,31521,8791,27232,6098,17468,6117,17182,4049,15552,1499,11380,67,1023,0,0,0,0,0,0
경부선,안양,258,6,15232,2706,34093,11032,95522,21432,88645,69756,54357,77360,40615,45601,40708,42065,47110,43719,46617,48331,45570,44845,56325,45523,72044,53938,74092,68185,56407,103978,40672,86996,42135,49786,38081,44732,36310,41915,17396,27616,585,4210,0,0,0,0,0,0
경부선,명학,117,1,7241,2518,10798,8002,29628,23352,28141,70381,15870,18135,12435,13095,12250,18940,13763,11560,13460,12955,14502,13331,14063,9997,19642,13295,32057,16477,42636,23530,18146,22240,16479,13952,12538,12747,7916,11619,3179,9447,146,1291,0,0,0,0,0,0
경부선,금정,298,11,24745,7956,36289,18551,94802,43060,100554,89557,63754,32117,44571,24038,39649,24774,40902,27238,38341,29637,32225,32711,33618,38529,39489,49033,55712,65398,77449,95749,37808,82437,31021,54430,28776,53459,23200,48114,10332,35692,1200,12860,8,724,0,0,0,0
경부선,군포,32,2,5517,2387,8219,7778,21166,28873,20453,50271,12938,9363,9817,5982,8996,5588,10064,6135,9203,6736,7747,7022,8177,8528,10625,10070,21062,12426,36778,16735,14256,15157,12344,9344,9514,9028,4753,7399,1797,5187,113,761,0,0,0,0,0,0
경부선,의왕,43,0,6514,2423,12594,7572,32063,27271,33840,31403,18188,11165,13741,8781,12717,7700,13826,9040,12905,9799,11345,10355,12509,11723,15383,16065,27503,19228,27231,26719,14576,25444,10802,17789,8660,16726,5498,13808,2379,10374,124,2100,0,0,0,0,0,0
경부선,성균관대,104,0,8332,1996,27400,6773,75272,11524,66167,36677,34037,22770,25905,19637,24863,17080,26921,16403,26506,20915,21929,21217,24751,22660,30807,29230,32281,38407,33515,60166,21450,58820,16907,39017,16309,35224,14292,33003,7302,21848,327,5268,0,0,0,0,0,0
경부선,화서,267,6,6927,2102,19910,4781,45420,7856,38843,14667,20638,8154,15525,6962,13634,7458,12745,8885,11438,9940,9778,10292,10558,12553,12090,16289,15167,21926,12758,33141,7751,33348,5729,20517,5361,17499,4116,16267,1485,10389,90,2840,0,0,0,0,0,0
경부선,수원,1605,44,21676,6925,39231,34347,88146,64922,96929,109395,68673,100868,60485,80002,63932,85147,69408,95155,74120,95447,75578,88375,90484,96581,118212,115243,128390,131770,129406,144795,111312,138894,107471,76524,88783,65456,79640,53572,31897,34331,1012,9852,0,0,0,0,0,0
경부선,독산,578,8,7359,3177,17871,12424,47292,38356,45825,102958,28392,42889,21575,17060,20590,13250,21692,14230,20404,16230,18420,17181,19101,19834,24264,24097,46208,29883,75925,42898,35263,40805,19984,25798,16037,24967,10250,23880,4006,14931,139,1092,0,0,0,0,0,0
경부선,세류,329,4,3369,960,7843,2810,17861,5191,14126,5195,8759,4114,7772,4135,6449,4484,5969,4345,5288,4457,4972,4913,5383,5774,6380,7311,8491,9880,7441,12587,5022,12550,3959,9772,3316,7565,2082,6560,662,4385,16,1445,0,0,0,0,0,0
경부선,병점,2552,10,7272,4309,25769,11848,58790,20752,53702,40511,36891,31362,28660,23572,28214,17190,29274,24357,26005,21242,26267,22791,29636,25648,36292,32946,43343,43395,46778,50986,27792,53774,18603,38522,17416,35638,13437,31551,3708,20143,54,10255,0,0,0,0,0,0
경부선,세마,126,1,1811,527,5786,1234,11510,3973,11407,6378,8235,2962,5810,2444,5006,2469,5089,2729,4823,3077,4057,3540,4356,4459,5676,5454,6331,8192,6845,9965,3599,8576,2520,7689,2199,6359,1677,4873,490,3971,25,245,0,0,0,0,0,0
경부선,오산대,47,1,1867,704,4406,2413,12344,4490,9758,13690,7199,13024,5566,7371,5224,4433,6339,4497,6463,4874,6799,4427,9793,4869,11829,5810,13436,8336,9191,9992,4500,8959,3351,6776,3228,5580,2104,4517,958,3956,54,180,0,0,0,0,0,0
경부선,오산,146,4,5473,1477,12179,9507,28267,18974,28627,24978,22576,16569,20132,11712,19872,12682,19614,14005,18960,14982,18128,15974,19909,18532,21673,24494,28356,27988,31817,27935,16970,32326,14551,20491,11487,19163,8268,16961,3033,9709,105,611,0,0,0,0,0,0
경부선,진위,3,0,503,189,1892,1859,4363,7251,3896,7978,2955,1777,2440,1304,2156,1268,2230,1326,2090,1851,1921,1416,2525,2038,4111,2397,6383,3125,8884,2741,3238,3010,2226,2228,1360,2187,590,1853,321,1043,12,61,0,0,0,0,0,0
경부선,송탄,55,2,4194,749,8049,3661,14758,6089,14328,9296,12437,5786,10320,4381,9928,4734,9656,6149,9111,7336,8024,7071,8835,9250,11542,11133,11711,13406,10612,15472,7102,13640,5135,13660,4188,10500,2574,7843,1193,8022,37,861,0,0,0,0,0,0
경부선,서정리,25,1,2864,1157,7357,3365,12041,10523,13358,18965,9856,10864,10531,7700,8976,6222,10814,7806,10092,8109,9286,7357,11893,9647,13666,10929,20392,12175,15096,12337,8114,14400,6084,9296,5235,9136,2650,8561,1107,5904,15,1050,0,0,0,0,0,0
경부선,지제,3,0,727,2605,2223,4168,7001,9611,5336,7609,4350,3348,3137,2222,3060,2510,3925,2888,3054,2864,3254,2591,4760,3774,5747,4385,10707,4529,9486,6635,5500,5348,3565,4220,3726,3247,2170,2726,1066,1618,2,355,0,0,0,0,0,0
경부선,평택,18,0,6776,3050,14057,9660,33479,18246,38621,24559,29441,23465,29024,23984,22974,23270,24423,24793,25467,28697,24889,25069,28043,30715,33282,33796,38683,45106,35601,44809,24938,32319,25742,25010,18272,22615,13736,18400,6462,9776,341,1681,0,1,0,0,0,0
경부선,성환,14,0,1689,561,3089,2091,6835,10675,8819,23997,6765,26691,7710,11786,8541,6929,11203,10066,10662,9155,11841,5807,16538,6921,21327,8808,19295,8335,17057,9648,8666,8008,8790,7375,6393,6674,3451,5226,1264,3987,84,709,0,0,0,0,0,0
경부선,직산,28,0,499,273,1167,751,2174,3029,1884,3292,2028,2048,1667,1318,1526,1366,1586,1409,1528,1247,1529,1317,1946,1395,1599,1824,2581,1666,3319,2606,1352,2026,999,1383,1256,1215,410,1114,161,789,12,302,0,0,0,0,0,0
경부선,두정,963,5,3768,933,8052,2613,14807,8984,13925,27714,11154,25484,10030,18922,10556,15629,12953,12872,10329,8937,12974,11595,14119,9661,16785,12563,19028,14845,20938,17853,13901,14320,10041,13130,9279,11608,6796,8614,2465,6790,269,2578,0,0,0,0,0,0
경부선,천안,1738,1,2361,702,5509,3307,11607,8791,12685,15828,13916,18828,12783,17070,14399,18471,13666,16840,14314,12866,20646,17540,23494,14304,29855,16729,26329,18420,22032,18563,15230,13012,12262,11151,9615,8124,6553,7088,2709,4326,568,2462,0,0,0,0,0,0
경부선,당정,3,0,3934,1006,10825,3727,31339,9865,28038,21797,16565,14737,11930,8889,10847,6133,12147,8934,11096,8366,10253,8299,11762,9717,13860,12243,17518,15675,18497,22440,9495,22203,7243,15467,6432,14687,5180,14152,2269,10169,138,1762,0,0,0,0,0,0
경부선,서동탄,1,0,1389,5,4215,910,12164,1573,5767,2606,3659,1103,2944,924,2707,1393,2609,1632,2300,1883,2193,2109,2357,2614,2843,3293,3084,4161,3138,5325,1731,6593,1128,3845,1066,2899,594,2515,123,2768,7,1192,0,0,0,0,0,0
경부선,광명,0,0,19,1801,2145,2549,14656,3370,6135,2981,7250,3873,3458,2793,3840,3013,4044,3303,3578,170,3346,6028,3867,189,9272,6209,3782,4421,12190,11561,4474,11812,4211,3831,2660,79,2185,3273,2,1,1,1,0,0,0,0,0,0
경인선,개봉,1296,7,18765,6031,39075,12850,111280,18736,105164,27976,65572,23568,47619,20325,42027,23919,42968,29263,40720,26540,34469,34367,32793,41643,35056,52463,38322,69042,38409,98499,24661,88815,18405,59488,16759,52274,12305,49331,5601,31945,228,4034,0,0,0,0,0,0
경인선,오류동,359,1,11521,2389,18340,6866,55668,7541,54571,13644,33167,12027,23695,12612,21683,11147,24451,13140,22350,14366,17550,16507,17602,20409,18344,24936,18549,29226,19193,43344,11823,42474,8814,27083,7816,24048,6184,23238,2633,17073,158,2783,0,0,0,0,0,0
경인선,역곡,546,17,26395,4004,48423,13181,143372,15849,138309,44424,80309,48162,54852,32181,48914,36372,50989,34105,48952,41180,41935,39600,45078,47165,51912,59391,56253,77707,52340,119584,34252,117639,27398,73500,26835,67382,23614,64717,12333,41572,861,8023,0,0,0,0,0,0
경인선,부천,1743,9,36683,5705,48411,16265,127633,24437,129043,69676,81029,52921,61738,49483,60589,49860,65740,61820,66040,71635,62275,65601,66777,72109,76647,83684,82339,105606,80766,148104,58861,139411,48720,85537,50805,73103,46930,63686,23139,45184,1899,8416,0,0,0,0,0,0
경인선,송내,1234,9,18040,10044,43554,22496,134523,44261,115645,103703,71306,51734,50753,32259,47909,28854,52344,31926,45443,37032,39805,37121,43305,41424,50680,53843,62691,70747,95551,105273,48319,108122,34830,67822,29813,59686,24201,59064,11322,38281,1734,8153,0,0,0,0,0,0
경인선,부평,6668,105,27510,5889,41722,15443,106955,25649,101012,41384,61412,48689,50943,44174,52465,53037,58426,62376,58165,74521,58068,74276,63627,79733,71152,96287,78074,114744,78435,161800,64071,142696,59566,84485,62844,68595,57897,56372,32628,39850,5546,12499,0,1,0,0,0,0
경인선,백운,80,2,8177,1881,16103,3601,36567,6464,35383,16679,22050,10246,17597,7638,16653,8397,16289,10688,14138,11193,12413,11944,12459,14395,13813,17729,14310,23528,13394,27926,8068,29167,6273,19201,6510,18268,4363,16217,2355,12206,282,3605,0,0,0,0,0,0
경인선,동암,582,5,21474,4043,33843,9390,71473,16842,69633,20416,43935,17677,33802,17663,31860,18331,31924,21210,29929,21709,26319,24806,24402,30076,26014,35128,29176,51992,29257,65245,20456,62006,15777,45247,14865,40187,11717,36173,5746,25948,493,7658,0,0,0,0,0,0
경인선,주안,917,14,15351,3780,29160,10571,76304,26257,71126,44255,45317,40363,36621,27257,37474,26398,43694,32659,40641,27203,36882,31407,43096,31929,44590,39702,52552,53311,55669,70241,36816,72439,31359,48092,30113,42411,26470,38744,14240,28602,1134,8338,0,0,0,0,0,0
경인선,제물포,707,5,7288,1960,14847,5376,42534,16013,38602,39785,22276,26477,17155,13275,17339,11753,19681,14264,19088,14379,17669,13417,23704,14274,30990,19460,30736,24305,28600,31366,14593,30698,10592,20777,9303,19129,7220,18910,3045,14564,99,4878,0,0,0,0,0,0
경인선,동인천,2209,8,9414,1766,18488,11479,50841,27363,41638,40666,28049,21302,26221,23898,26814,27770,29547,28486,29937,28108,29537,27525,32850,27529,37330,32055,45015,35291,54083,41494,30705,42111,19950,28323,15794,23077,10028,23807,3967,17120,7,5991,0,57,0,0,0,0
경인선,인천,268,3,1197,668,3045,3427,6539,6544,6096,9966,4376,5134,3932,6400,5023,11288,6979,11586,9000,10652,10703,8923,12276,7433,14850,6019,15342,4788,15759,4482,7597,3147,5593,2499,3840,2133,1822,1664,694,1312,8,1214,0,21,0,0,0,0
경인선,구일,215,0,3692,1506,9682,4459,30626,9803,27233,23052,15525,17381,11044,9318,10769,8344,11677,13929,10947,12143,10709,9957,16663,11021,23389,14306,16627,17135,17799,26972,8423,24867,9071,14832,7059,12658,7430,11965,2189,7979,68,1330,0,0,0,0,0,0
경인선,소사,888,32,17219,3318,16507,9045,41632,10705,38652,24296,26125,17207,21593,17251,19719,14270,21554,16396,20095,16937,18880,15575,20485,17775,23283,20782,22981,25803,20951,32315,12848,31871,8897,21807,7673,19375,5996,19439,2709,12735,212,3788,0,0,0,0,0,0
경인선,부개,1639,8,9988,2353,17611,4387,47589,6715,41263,13765,25459,8796,18746,7049,16548,8286,17092,10333,15658,11569,12719,12418,11681,14980,13446,20989,14468,23565,14593,32991,9107,32880,6476,21629,5949,20178,4041,18504,2026,11743,300,3663,0,0,0,0,0,0
경인선,간석,355,16,5905,1159,12852,2607,29372,4438,26831,10210,15123,6510,11944,5949,11354,6434,11288,7462,10839,7903,9114,8903,8634,10295,9581,13334,10921,17412,10973,22633,7207,21677,5358,14541,4938,12949,3750,12470,2014,8364,145,3279,0,0,0,0,0,0
